Invoicing Vendor Number,Vendor,Line ID ,Invoicing Vendor Name,Invoice Line Description,PO Line Description,Extended line amount_1,Extended line amount_2,G/L Account number,Processing Date,Invoice Number,Line Number,PO Number,PO Line,Work Order Number,WO Task,Invoice gross amount_1,Invoice gross amount_2,Date invoice entered,Catalog Item Number,Catalog Item Name,Entity Number,Entity Name,Date and time of last check,Check Number,Check Date
817,VENDOR 32,547,VENDOR 32,Credit on overcharge ADMIN ASST  SUBS HQ CITY,,-13.29,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,84,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,548,VENDOR 32,Helped get beverages for HQ campus meetings interviews  SAFEWAY STORE00015529 HQ CITY,,12.44,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,90,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,549,VENDOR 32,Overcharge (Credited back on separate line item) ADMIN ASST  SUBS HQ CITY,,13.29,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,94,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,550,VENDOR 32,CMGC Interview Luncheon ADMIN ASST GM DELI #605 HQ CITY,,55.35,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,100,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,551,VENDOR 32,HQ Campus Project CMGC Interviews  HQ Facilities Manager ADMIN ASST  SUBS HQ CITY,,13.29,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,119,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,552,VENDOR 32,HQ Campus Project CGMC Interviews ADMIN ASST  PROVISIONS HQ CITY,,64.16,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,138,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,553,VENDOR 32,HQ Campus Project Team Lunch ADMIN ASST BBQBBQ 3159 HQ CITY,,360.78,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,147,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,554,VENDOR 32,HQ Campus Design Team Lunch ADMIN ASST FOOD 09702244337,,367.2,USD,PR-107301-94-17-01-3314-000000,4/27/2017,CC0417,168,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
817,VENDOR 32,555,VENDOR 32,HQ Campus Tours in Parking (Pool Car) ADMIN ASST PUBLIC WORKSPRKG METR ,,2,USD,PR-107301-94-17-01-3314-000000,3/23/2017,CC0317,7,,,,,86063.88,USD,3/23/2017,                9600,MASTER CARD,,,3/31/2017 11:35,8554,3/31/2017
817,VENDOR 32,556,VENDOR 32,HQ Campus Project Design Team Meeting ADMIN ASST  MEXICAN QPS 08585224571,,234,USD,PR-107301-94-17-01-3314-000000,3/23/2017,CC0317,145,,,,,86063.88,USD,3/23/2017,                9600,MASTER CARD,,,3/31/2017 11:35,8554,3/31/2017
817,VENDOR 32,557,VENDOR 32, HQ PM Design Team Lunch   MEDITERRANEAN 03146446226,,143.24,USD,PR-107301-94-17-01-3314-000000,3/23/2017,CC0317,197,,,,,86063.88,USD,3/23/2017,                9600,MASTER CARD,,,3/31/2017 11:35,8554,3/31/2017
817,VENDOR 32,558,VENDOR 32,"HQ Campus Project (Design Team, Project Team) CS DIRECTOR PARK BURGER RINO ",,140.02,USD,PR-107301-94-17-01-3314-000000,5/30/2017,CC0517,226,,,,,86489.88,USD,5/30/2017,                9600,MASTER CARD,,,5/30/2017 11:38,8634,5/30/2017
817,VENDOR 32,559,VENDOR 32,HQ Campus Project Open Forum with GM ADMIN ASST ITALIAN ,,224.1,USD,PR-107301-94-17-01-3314-000000,6/29/2017,CC0617,39,,,,,82744.86,USD,6/29/2017,                9600,MASTER CARD,,,7/3/2017 4:17,8681,7/3/2017
817,VENDOR 32,560,VENDOR 32,HQ Campus Project Open Forum with GM ADMIN ASST PIZZA 6238 9704168868,,310.81,USD,PR-107301-94-17-01-3314-000000,6/29/2017,CC0617,43,,,,,82744.86,USD,6/29/2017,                9600,MASTER CARD,,,7/3/2017 4:17,8681,7/3/2017
817,VENDOR 32,561,VENDOR 32,HQ Campus Project All Day Meeting ADMIN ASST ITALIAN ,,212.24,USD,PR-107301-94-17-01-3314-000000,6/29/2017,CC0617,189,,,,,82744.86,USD,6/29/2017,                9600,MASTER CARD,,,7/3/2017 4:17,8681,7/3/2017
817,VENDOR 32,562,VENDOR 32,HQ Campus Design Team & Sr. Leadership Luncheon ADMIN ASST ITALIAN FOOD 00013763  ,,340.49,USD,PR-107301-94-17-01-3314-000000,6/29/2017,CC0617,387,,,,,82744.86,USD,6/29/2017,                9600,MASTER CARD,,,7/3/2017 4:17,8681,7/3/2017
883,VENDOR 33,563, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",136.09,USD,PR-107301-94-17-01-3314-000000,3/7/2017,          0002848682,1,A170271,2,     80808,11,193.97,USD,3/7/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,3/10/2017 2:37,50290,3/10/2017
789,VENDOR 27,564,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",276.48,USD,PR-107301-94-17-01-3314-000000,3/14/2017,I01263015,1,A170256,1,     80808,11,276.48,USD,3/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,3/17/2017 4:46,50551,3/17/2017
789,VENDOR 27,565,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",148,USD,PR-107301-94-17-01-3314-000000,3/14/2017,I01263114,1,A170256,1,     80808,11,148,USD,3/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,3/17/2017 4:46,50551,3/17/2017
789,VENDOR 27,566,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",87.58,USD,PR-107301-94-17-01-3314-000000,3/14/2017,I01263506,1,A170256,1,     80808,11,87.58,USD,3/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,3/17/2017 4:46,50551,3/17/2017
883,VENDOR 33,567, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",139.27,USD,PR-107301-94-17-01-3314-000000,6/6/2017,0002894285-B,1,A170271,2,     80808,14,139.27,USD,6/6/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,6/9/2017 3:57,51810,6/9/2017
789,VENDOR 27,568,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",365.4,USD,PR-107301-94-17-01-3314-000000,6/14/2017,I01312574,1,A170256,1,     80808,14,365.4,USD,6/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,6/16/2017 3:46,51957,6/16/2017
789,VENDOR 27,569,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",365.4,USD,PR-107301-94-17-01-3314-000000,6/14/2017,I01312575,1,A170256,1,     80808,14,365.4,USD,6/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,6/16/2017 3:46,51957,6/16/2017
789,VENDOR 27,570,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",145.86,USD,PR-107301-94-17-01-3314-000000,6/14/2017,I01312576,1,A170256,1,     80808,14,145.86,USD,6/14/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,6/16/2017 3:46,51957,6/16/2017
12802,VENDOR 216,571,FLEET_RETAILER UTILITIES INC,,FLEET_RETAILER COMMANDER 5055 MODEL HYDRAULIC ROTATING DIGGER DERRICK WITH A TURNTABLE WINCH,216400,USD,PR-107301-94-17-01-3315-000000,11/8/2016,5002874-IN,1,             1600700,1,     79842,2,216400,USD,11/8/2016,               16953,FLEET_RETAILER DEMONSTRATOR TRUCK - TCX65-100,HQ-VEH-72,2016 Freightliner M2-106 Boom Truck,11/10/2016 1:15,48682,11/10/2016
1058,VENDOR 45,572,VENDOR 45,,FLEET TIRES/ALIGNMENTS - HQ  (935106-47-17-01-7043),10,USD,PR-107301-94-17-01-3315-000000,11/18/2016,             0152084,1,A160029,4,     79842,2,10,USD,11/18/2016,                1001,MATERIALS,HQ-VEH-72,2016 Freightliner M2-106 Boom Truck,12/2/2016 1:47,48935,12/2/2016
12802,VENDOR 216,573,FLEET_RETAILER UTILITIES INC,,SHIPPING AND HANDLING FOR BUCKET TRUCK,611,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002613-IN,1,             1600214,3,     79764,2,95712,USD,8/31/2016,                1110,FREIGHT CHARGES,HQ-VEH-70,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
12802,VENDOR 216,574,FLEET_RETAILER UTILITIES INC,,LOW PRO A FRAME OUTRIGGERS - BUCKET TRUCK - VEH#70 PER CHG ORD# 2864,2361,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002613-IN,2,             1600214,5,     79764,2,95712,USD,8/31/2016,                1001,MATERIALS,HQ-VEH-70,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
12802,VENDOR 216,575,FLEET_RETAILER UTILITIES INC,,2016 NEW FLEET_RETAILER HI-RANGER LT40 ARTICULATING / TELESCOPING AERIAL DEVICE PROVIDING A WORKING HEIGHT OF 45.6 FT (13.8 M) WITH A END MOUNT PLATFORM. UNIT WILL BE MOUNTED BEHIND THE CAB. QUOTE# QU016327-03 DATED 1/22/16,92740,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002613-IN,3,             1600214,1,     79764,2,95712,USD,8/31/2016,               16703,2016 NEW FLEET_RETAILER HI-RANGER LT40 ARTICULATING / TELESCOPING AERIAL DEVICE PROVIDING A WORKING HEIGHT OF 45.6 FT (13.8 M) WITH A END MOUNT PLATFORM. UNIT WILL BE MOUNTED BEHIND THE CAB. QUOTE# QU016327-0,HQ-VEH-70,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
2030,VENDOR 79,576,VENDOR 79,,UP FITTING TO BUCKET TRUCK - VEHICLE #70 PER QUOTE DATED 9/14/16,1666.5,USD,PR-107301-94-17-01-3316-000000,9/28/2016,               88392,1,             1601576,1,     79764,2,1666.5,USD,9/28/2016,                1000,SERVICES,HQ-VEH-70,2016 Ford F550 Bucket Truck,10/14/2016 5:45,48311,10/14/2016
12163,VENDOR 181,577,FLEET_RETAILER SERVICES,,SERVICES TO VEH #70 - 2016 FORD F550 BUCKET TRUCK QUOTE# 6003878  DATED 9/20/16,2806.7,USD,PR-107301-94-17-01-3316-000000,10/26/2016,            90395495,1,             1601610,1,     79764,2,2890.93,USD,10/26/2016,                1000,SERVICES,HQ-VEH-70,2016 Ford F550 Bucket Truck,10/28/2016 3:13,48491,10/28/2016
817,VENDOR 32,578,VENDOR 32,"for bucket truck ADKINS, DAVID HQ CONTRACTOR HQ CITY",,2842.96,USD,PR-107301-94-17-01-3316-000000,10/26/2016,MCOCT16,2,,,     79764,2,73179.78,USD,10/26/2016,                9600,MASTER CARD,HQ-VEH-70,2016 Ford F550 Bucket Truck,10/31/2016 2:09,8338,10/31/2016
817,VENDOR 32,579,VENDOR 32,Floor liners #70 FLEET SPECIALIST FLEET RETAILER 4X4 HQ CITY,,95.99,USD,PR-107301-94-17-01-3316-000000,10/26/2016,MCOCT16,40,,,     79764,2,73179.78,USD,10/26/2016,                9600,MASTER CARD,HQ-VEH-70,2016 Ford F550 Bucket Truck,10/31/2016 2:09,8338,10/31/2016
12802,VENDOR 216,580,FLEET_RETAILER UTILITIES INC,,SHIPPING AND HANDLING FOR BUCKET TRUCK,611,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002626-IN,1,             1600214,4,     79764,3,95712,USD,8/31/2016,                1110,FREIGHT CHARGES,HQ-VEH-71,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
12802,VENDOR 216,581,FLEET_RETAILER UTILITIES INC,,LOW PRO A FRAME OUTRIGGERS - BUCKET TRUCK - VEH#71 PER CHG ORD# 2864,2361,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002626-IN,2,             1600214,6,     79764,3,95712,USD,8/31/2016,                1001,MATERIALS,HQ-VEH-71,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
12802,VENDOR 216,582,FLEET_RETAILER UTILITIES INC,,2016 NEW FLEET_RETAILER HI-RANGER LT40 ARTICULATING / TELESCOPING AERIAL DEVICE PROVIDING A WORKING HEIGHT OF 45.6 FT (13.8 M) WITH A END MOUNT PLATFORM. UNIT WILL BE MOUNTED BEHIND THE CAB. QUOTE# QU016327-0,92740,USD,PR-107301-94-17-01-3316-000000,8/31/2016,5002626-IN,3,             1600214,2,     79764,3,95712,USD,8/31/2016,               16703,2016 NEW FLEET_RETAILER HI-RANGER LT40 ARTICULATING / TELESCOPING AERIAL DEVICE PROVIDING A WORKING HEIGHT OF 45.6 FT (13.8 M) WITH A END MOUNT PLATFORM. UNIT WILL BE MOUNTED BEHIND THE CAB. QUOTE# QU016327-0,HQ-VEH-71,2016 Ford F550 Bucket Truck,9/16/2016 3:01,47941,9/16/2016
2030,VENDOR 79,583,VENDOR 79,,UP FITTING TO BUCKET TRUCK - VEHICLE #70 PER QUOTE DATED 9/14/16,1666.5,USD,PR-107301-94-17-01-3316-000000,9/28/2016,               88391,1,             1601576,2,     79764,3,1666.5,USD,9/28/2016,                1000,SERVICES,HQ-VEH-71,2016 Ford F550 Bucket Truck,10/14/2016 5:45,48311,10/14/2016
12163,VENDOR 181,584,FLEET_RETAILER SERVICES,,SERVICES TO VEH #71 - 2016 FORD F550 BUCKET TRUCK QUOTE# 6003879  DATED 9/20/16,2806.7,USD,PR-107301-94-17-01-3316-000000,10/26/2016,            90395494,1,             1601610,2,     79764,3,2890.93,USD,10/26/2016,                1000,SERVICES,HQ-VEH-71,2016 Ford F550 Bucket Truck,10/28/2016 3:13,48491,10/28/2016
817,VENDOR 32,585,VENDOR 32,Floor liners #71 FLEET SPECIALIST FLEET RETAILER 4X4 HQ CITY,,95.99,USD,PR-107301-94-17-01-3316-000000,10/26/2016,MCOCT16,39,,,     79764,3,73179.78,USD,10/26/2016,                9600,MASTER CARD,HQ-VEH-71,2016 Ford F550 Bucket Truck,10/31/2016 2:09,8338,10/31/2016
1903,VENDOR 74,586,VENDOR 74,,"X1AR30723 CORE UNIT-STRAIGHT, END / INSIDE QUOTE 46438  DATED 3/11/16",1034.15,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,1,             1600508,1,     80628,1,9325.69,USD,5/18/2016,               16829,"X1AR30723 CORE UNIT-STRAIGHT, END / INSIDE QUOTE 46438  DATED 3/11/16",HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,587,VENDOR 74,,STEELCASE X1NI30602 QUOTE 46438 DATED 3/11/16,1173.9,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,2,             1600508,2,     80628,1,9325.69,USD,5/18/2016,               13673,STEELCASE X1NI30602 QUOTE 37853 DATED 10/2/13,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,588,VENDOR 74,,X1DL30780 STEELCASE TABLE-JETTY ,1306.77,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,3,             1600508,3,     80628,1,9325.69,USD,5/18/2016,               16830,X1DL30780 STEELCASE TABLE-JETTY ,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,589,VENDOR 74,,A7LE40164419B STEELCASE SERIES 7 BASE-90 DEGREE,1586.1,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,4,             1600508,4,     80628,1,9325.69,USD,5/18/2016,               16831,A7LE40164419B STEELCASE SERIES 7 BASE-90 DEGREE,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,590,VENDOR 74,,A7LE40165819B DETAILS SERIES 7;  BASE-90 DEGREE,1634.55,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,5,             1600508,5,     80628,1,9325.69,USD,5/18/2016,               14965,"A7LE40165819B DETAILS SERIES 7;  BASE-90 DEGREE, EXTENDED, 46W X 70W WORKSURFACE APPLICATION, 18D X 29D APPLICATION BASE : 4799 PLATINUM METALLIC OPTIONS **OPTIONS** CONTROL *OPT: CONTROLLER FOR S",HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,591,VENDOR 74,,DESIGN/LAYOUT,175,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,6,             1600508,11,     80628,1,9325.69,USD,5/18/2016,                1000,SERVICES,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,592,VENDOR 74,,DELIVERY/INSTALL,294,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,7,             1600508,12,     80628,1,9325.69,USD,5/18/2016,                1110,FREIGHT CHARGES,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,593,VENDOR 74,,"SS201810EF STELLA STD, KEYBOARD MECHANISM",233.58,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,8,             1600508,10,     80628,1,9325.69,USD,5/18/2016,               14035,"SS201810EF DETAILS STELLA STD, KEYBOARD MECHANISM QUOTE 38423 DATED 11/25/13",HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,594,VENDOR 74,,ASHC1921X1 STEELCASE DRAWER-CENTER ,35.69,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,9,             1600508,9,     80628,1,9325.69,USD,5/18/2016,               14027,ASHC1921X1 STEELCASE DRAWER-CENTER QUOTE 38423 DATED 11/25/13,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,595,VENDOR 74,,STEELCASE RLF18422F,547.39,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,10,             1600508,6,     80628,1,9325.69,USD,5/18/2016,               13700,STEELCASE RLF18422F QUOTE 37853 DATED 10/2/13,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,596,VENDOR 74,,STEELCASE RLF18422F ,587.81,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,11,             1600508,7,     80628,1,9325.69,USD,5/18/2016,               13700,STEELCASE RLF18422F QUOTE 37853 DATED 10/2/13,HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
1903,VENDOR 74,597,VENDOR 74,,"442A30 GESTURE; CHAIR, UPHOLSTERED,  SHELL BACK, ADJUSTABLE SEAT DEPTH STERLING DARK SOLID",716.75,USD,PR-107301-94-17-01-3317-000000,5/18/2016,              245179,12,             1600508,8,     80628,1,9325.69,USD,5/18/2016,               14675,"442A30 GESTURE; CHAIR, UPHOLSTERED,  SHELL BACK, ADJUSTABLE SEAT DEPTH STERLING DARK SOLID  QUOTE# 40051 DATED 6/5/14",HQ-MAIN,HQ-MAIN BUILDING,5/20/2016 2:03,46268,5/20/2016
12834,VENDOR 220,598,VENDOR 220,,"GENERATOR TRAILER JOHN DEER PE6068HFG94 ENGINE, MARATHON ELECTRIC GENERATOR PER QUOTE# MMG 175 DATED 3/10/16",64950,USD,PR-107301-94-17-01-3318-000000,3/30/2016,05 9587,1,             1600463,1,     80472,2,64950,USD,3/30/2016,               16814,"GENERATOR TRAILER JOHN DEER PE6068HFG94 ENGINE, MARATHON ELECTRIC GENERATOR PER QUOTE# MMG 175 DATED 3/10/16",HQ-TRL-97T,2016 Generator Trailer,4/15/2016 5:39,45746,4/15/2016
256,VENDOR 9,599,VENDOR 9,,(1) Manual rotator basket ,1309.5,USD,PR-107301-94-17-01-3324-000000,8/26/2015,235746-1,1,             1501297,2,     76877,2,62892,USD,8/26/2015,                1001,MATERIALS,HQ-SPEC-149,Haulotte 45XA Man Lift,8/28/2015 3:02,41986,8/28/2015
256,VENDOR 9,600,VENDOR 9,,(1) Tool Tray ,157.5,USD,PR-107301-94-17-01-3324-000000,8/26/2015,235746-1,2,             1501297,3,     76877,2,62892,USD,8/26/2015,                1001,MATERIALS,HQ-SPEC-149,Haulotte 45XA Man Lift,8/28/2015 3:02,41986,8/28/2015
256,VENDOR 9,601,VENDOR 9,,FREIGHT CHARGES,1800,USD,PR-107301-94-17-01-3324-000000,8/26/2015,235746-1,3,             1501297,5,     76877,2,62892,USD,8/26/2015,                1110,FREIGHT CHARGES,HQ-SPEC-149,Haulotte 45XA Man Lift,8/28/2015 3:02,41986,8/28/2015
256,VENDOR 9,602,VENDOR 9,,(1) 45' Bil-Jax lift w/Kawasaki engine ,59625,USD,PR-107301-94-17-01-3324-000000,8/26/2015,235746-1,4,             1501297,1,     76877,2,62892,USD,8/26/2015,                1001,MATERIALS,HQ-SPEC-149,Haulotte 45XA Man Lift,8/28/2015 3:02,41986,8/28/2015
10831,VENDOR 142,603,VENDOR 142,,2015 PJ 20' TILT TRAILER  7K TORSION AXLES BUMPER PULL,6125,USD,PR-107301-94-17-01-3324-000000,8/24/2015,               22837,1,             1501471,1,     76877,3,6125,USD,8/24/2015,                1001,MATERIALS,HQ-TRL-149T,20' PJ Tilt Bed Trailer,8/24/2015 4:51,41975,8/24/2015
817,VENDOR 32,604,VENDOR 32,Chains & binders for #149T FLEET SPECIALIST FLEET RETAILER TRUCK EQUIPMENT HQ CITY,,209.23,USD,PR-107301-94-17-01-3324-000000,9/25/2015,MCSEP15,55,,,     76877,3,121291.22,USD,9/25/2015,                9600,MASTER CARD,HQ-TRL-149T,20' PJ Tilt Bed Trailer,9/29/2015 5:54,7781,9/29/2015
12690,VENDOR 210,605,VENDOR 210,,SHIPPING CHARGES TO   PLATTE RIVE POWER AUTHORITY  2700 E COUNTY RD 82 WELLINGTON CO 8549,1998.75,USD,PR-107301-94-17-01-3325-000000,10/20/2015,               55787,1,             1501717,2,     77731,1,14211.75,USD,10/20/2015,                1110,FREIGHT CHARGES,HQ-VEH-044,2012 Kenworth T470 with FLEET_RETAILER Crane,10/23/2015 6:48,42923,10/23/2015
12690,VENDOR 210,606,VENDOR 210,,55' 2-SECTION JIB FOR FLEET_RETAILER BT70100 CRANE,12213,USD,PR-107301-94-17-01-3325-000000,10/20/2015,               55787,2,             1501717,1,     77731,1,14211.75,USD,10/20/2015,               15986,55' 2-SECTION JIB FOR FLEET_RETAILER BT70100 CRANE,HQ-VEH-044,2012 Kenworth T470 with FLEET_RETAILER Crane,10/23/2015 6:48,42923,10/23/2015
12633,VENDOR 206,607,VENDOR 206,,"Axis M3005-V Fixed Vandal Dome, Discreet, 118* horizontal angle of view, HDTV 1080P, H.264, 1/27"" progressive scan RGB CMOS PART # SV-02-10-15  Quote # Q8058 DATED 4/14/16",508,USD,PR-107301-94-17-01-3328-000000,5/11/2016,               29217,1,             1600699,1,     80883,1,557,USD,5/11/2016,               16948,"Axis M3005-V Fixed Vandal Dome, Discreet, 118* horizontal angle of view, HDTV 1080P, H.264, 1/27"" progressive scan RGB CMOS PART # SV-02-10-15  Quote # Q8058 DATED 4/14/16",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46369,5/27/2016
12633,VENDOR 206,608,VENDOR 206,,"Glassbreak Detector Round Case, White, FG-1625R PART #SSC-CUS-01 QUOTE# Q8058 DATED 4/14/16",49,USD,PR-107301-94-17-01-3328-000000,5/11/2016,               29217,2,             1600699,2,     80883,1,557,USD,5/11/2016,               16949,"Glassbreak Detector Round Case, White, FG-1625R PART #SSC-CUS-01 QUOTE# Q8058 DATED 4/14/16",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46369,5/27/2016
1903,VENDOR 74,609,VENDOR 74,,"X1NI30729 STEELCASE CORE UNIT-CORNER, EXTENDED, INSIDE / INSIDE SUPPORTS, RIGHT HAND",2572.26,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,1,             1600667,10,     80883,1,11430.1,USD,5/25/2016,               16935,"X1NI30729 STEELCASE CORE UNIT-CORNER, EXTENDED, INSIDE / INSIDE SUPPORTS, RIGHT HAND",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,610,VENDOR 74,,"A7LE33165819B STEELCASE SERIES 7; BASE-90 DEGREE, EXTENDED,",3222.18,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,2,             1600667,11,     80883,1,11430.1,USD,5/25/2016,               16936,"A7LE33165819B STEELCASE SERIES 7; BASE-90 DEGREE, EXTENDED,",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,611,VENDOR 74,,DESIGN/LAYOUT,150,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,3,             1600667,14,     80883,1,11430.1,USD,5/25/2016,                1000,SERVICES,HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,612,VENDOR 74,,DELIVERY/INSTALL,537.25,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,4,             1600667,15,     80883,1,11430.1,USD,5/25/2016,                1110,FREIGHT CHARGES,HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,613,VENDOR 74,,"TS778LPJ STEELCASE JUNCTION-L, OVAL, 78H",111.15,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,5,             1600667,7,     80883,1,11430.1,USD,5/25/2016,               15285,"TS778LPJ STEELCASE 108.42 108.42 JUNCTION-L, OVAL, 78H QUOTE 42259 DATED 2/10/15",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,614,VENDOR 74,,TS76060TK STEELCASE PANEL SKIN-TACKABLE,256.62,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,6,             1600667,3,     80883,1,11430.1,USD,5/25/2016,               13995,TS76060TK STEELCASE PANEL SKIN-TACKABLE QUOTE 38423 DATED 11/25/13,HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,615,VENDOR 74,,XUCL3000A9 STEELCASE PEDESTAL-2 FILES,798.94,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,7,             1600667,12,     80883,1,11430.1,USD,5/25/2016,               13972,XUCL3000A9 STEELCASE PEDESTAL-2 FILES QUOTE 38249 DATED 11/25/13,HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
1903,VENDOR 74,616,VENDOR 74,,"7 1 TS778IPJ STEELCASE JUNCTION-IN LINE, OVAL, 78H",43.29,USD,PR-107301-94-17-01-3328-000000,5/25/2016,              245259,8,             1600667,5,     80883,1,11430.1,USD,5/25/2016,               15282,"7 1 TS778IPJ STEELCASE 42.12 42.12 JUNCTION-IN LINE, OVAL, 78H QUOTE 42259 DATED 2/10/15",HQ-PSO,HQ-POWER SYSTEMS OPERATIONS BLDG,5/27/2016 4:23,46354,5/27/2016
